Debtor,Tuition fees up to date,Scholarship holder,Admission grade,Previous qualification (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Mother's qualification,Father's qualification,Target,Mother_qual_code,Father_qual_code,Mother_qual_label,Father_qual_label
No,Yes,No,135.0,143.0,6,0,0,0.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
Yes,No,No,119.1,132.0,5,9,3,10.0,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
Yes,No,No,126.6,143.0,10,18,8,11.5,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,129.0,141.0,7,7,6,13.05,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,No,162.3,133.1,6,10,2,11.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,163.4,148.0,6,7,6,11.5,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,Yes,121.5,125.0,6,7,6,12.0,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.8,120.0,6,13,2,10.0,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,118.0,140.0,5,5,0,0.0,12,3,Dropout,12,3,11th Year - Other,Higher Education - Degree
No,Yes,No,134.0,139.0,6,0,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,129.8,142.0,8,8,7,12.242857142857144,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,152.0,130.0,5,0,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,122.8,126.0,8,8,8,12.93375,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,150.0,150.0,5,0,0,0.0,3,2,Dropout,3,2,Higher Education - Degree,Bachelor's Degree
No,Yes,No,131.8,130.0,7,9,7,12.571428571428571,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,105.9,120.0,3,4,3,11.816666666666668,1,3,Enrolled,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,132.1,138.0,5,9,4,13.75,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,127.4,127.0,6,8,6,11.166666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,129.5,140.0,8,8,7,12.324285714285711,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,No,126.7,130.0,6,6,6,12.166666666666666,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,116.5,128.0,6,11,5,11.142857142857142,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,119.1,132.0,6,9,4,11.0,34,34,Graduate,34,34,Unknown,Unknown
No,Yes,No,126.5,149.0,8,8,7,12.914285714285713,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,149.8,155.0,6,6,6,13.833333333333334,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,115.1,120.0,6,8,6,13.857142857142858,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,124.5,133.1,6,7,6,13.714285714285714,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,Yes,128.3,131.0,8,8,7,12.642857142857142,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,Yes,136.0,149.0,7,7,6,12.916666666666666,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,140.0,140.0,6,8,6,15.625,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,Yes,126.3,133.1,5,7,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.9,122.0,6,8,6,11.714285714285714,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,145.0,130.0,7,10,6,12.125,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,115.8,121.0,5,7,5,11.6,19,3,Graduate,19,3,Basic Education - 3rd Cycle,Higher Education - Degree
No,Yes,No,100.0,120.0,6,11,1,10.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,102.5,133.1,6,16,1,10.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,131.5,121.0,5,10,0,0.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,147.0,133.0,5,7,4,13.0,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,122.5,134.0,6,6,6,13.333333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,117.5,115.0,6,9,4,11.25,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,150.0,127.0,7,9,5,13.85,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,127.5,135.0,7,8,6,13.741666666666667,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,140.0,140.0,6,7,6,15.333333333333334,40,5,Graduate,40,5,Higher Education - Degree (1st cycle),Doctorate
No,Yes,No,130.0,130.0,5,6,5,11.0,1,4,Graduate,1,4,Secondary Education - 12th Year,Master's Degree
No,Yes,Yes,133.3,135.0,6,6,6,12.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,97.0,140.0,5,5,0,0.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,Yes,112.0,120.0,8,15,7,11.571428571428571,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,123.6,140.0,6,10,6,12.857142857142858,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.5,133.1,6,0,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,133.3,135.0,5,5,5,13.0,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,Yes,132.1,123.0,6,9,5,11.0,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,100.0,133.1,5,12,3,12.0,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,Yes,140.4,154.0,6,6,5,12.6,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,141.7,148.0,6,8,5,13.4,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,119.7,133.0,6,9,6,11.333333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,122.5,126.0,5,14,4,13.5,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
Yes,No,No,140.0,133.1,6,11,3,11.75,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,119.4,125.0,7,10,6,12.471428571428572,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,155.0,145.0,17,19,11,12.909090909090908,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,Yes,119.1,118.0,5,5,5,11.6,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,No,No,122.7,120.0,5,5,0,0.0,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,Yes,117.9,127.0,10,13,9,12.9,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,130.0,130.0,8,8,8,13.22,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,120.0,129.0,8,8,7,13.151428571428571,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,No,No,130.0,130.0,6,13,3,12.75,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,116.8,121.0,6,8,6,11.333333333333334,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,123.4,136.0,6,10,6,13.25,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,125.4,125.0,6,7,5,12.4,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,127.2,131.0,6,6,6,15.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,103.4,122.0,5,6,5,14.4,9,19,Graduate,9,19,12th Year - Not Completed,Basic Education - 3rd Cycle
No,Yes,No,123.2,127.0,6,12,1,11.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,124.1,136.0,5,8,5,12.4,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,No,Yes,99.5,133.1,7,13,1,16.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,124.9,127.0,5,10,5,13.571428571428571,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,110.8,116.0,6,6,6,11.833333333333334,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,118.9,121.0,6,8,5,11.666666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,No,No,118.8,124.0,10,16,6,11.833333333333334,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,137.0,131.0,6,8,6,11.166666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,100.0,100.0,6,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,No,No,120.0,130.0,12,17,8,11.75,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.8,135.0,6,7,6,14.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,121.6,130.0,6,6,6,12.833333333333334,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,149.2,146.0,6,11,4,12.25,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,140.0,146.0,8,8,7,14.828571428571427,4,1,Graduate,4,1,Master's Degree,Secondary Education - 12th Year
No,Yes,Yes,133.4,154.0,6,7,5,11.4,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,126.2,137.0,6,6,6,13.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,127.8,151.0,8,8,7,13.671428571428573,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,150.0,150.0,6,9,6,12.666666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,113.7,121.0,5,10,2,10.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,117.8,122.0,5,10,5,13.5,12,19,Graduate,12,19,11th Year - Other,Basic Education - 3rd Cycle
No,Yes,No,136.7,143.0,7,8,7,12.67,5,1,Graduate,5,1,Doctorate,Secondary Education - 12th Year
No,Yes,No,144.7,152.0,6,8,6,14.5,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,139.8,145.0,7,7,7,13.685714285714283,12,1,Graduate,12,1,11th Year - Other,Secondary Education - 12th Year
No,Yes,No,113.7,120.0,6,8,5,11.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,140.0,140.0,9,16,7,11.555555555555555,5,4,Dropout,5,4,Doctorate,Master's Degree
No,Yes,Yes,142.3,143.0,7,7,7,13.79714285714286,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,119.6,129.0,7,8,7,14.00375,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,123.7,139.0,5,8,4,12.0,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,143.0,133.1,6,9,5,14.166666666666666,39,19,Graduate,39,19,Technological Specialization Course,Basic Education - 3rd Cycle
No,Yes,No,100.1,127.0,5,5,5,14.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,119.4,126.0,6,7,5,13.8,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,122.1,128.0,6,8,5,12.8,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,100.0,100.0,6,6,6,12.166666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,113.9,123.0,6,8,6,12.5,4,37,Enrolled,4,37,Master's Degree,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,101.0,170.0,6,9,4,12.0,34,1,Graduate,34,1,Unknown,Secondary Education - 12th Year
No,Yes,Yes,111.8,117.0,6,8,6,10.833333333333334,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,8,8,8,13.385,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,124.4,123.0,6,14,6,15.666666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,Yes,150.0,150.0,6,9,6,14.333333333333334,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,140.0,6,10,6,11.428571428571429,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,116.0,123.0,6,9,6,11.666666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,135.6,130.0,6,9,5,12.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,121.0,137.0,8,8,7,14.725714285714288,3,38,Graduate,3,38,Higher Education - Degree,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,118.7,126.0,6,6,6,14.166666666666666,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,125.7,125.0,6,10,6,11.571428571428571,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,107.1,112.0,7,7,7,12.5,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,125.5,141.0,8,10,8,12.86,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,127.0,135.0,6,10,6,12.25,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,113.5,117.0,5,7,4,12.0,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,154.4,160.0,7,9,7,15.116666666666667,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,No,No,122.0,136.0,5,6,2,12.5,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,128.0,143.0,6,11,0,0.0,1,11,Dropout,1,11,Secondary Education - 12th Year,7th Year (Old Program)
No,Yes,No,115.5,119.0,6,8,4,11.0,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,117.2,120.0,6,8,6,11.875,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,150.0,150.0,5,6,1,11.0,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,155.3,142.0,5,5,5,15.2,11,11,Graduate,11,11,7th Year (Old Program),7th Year (Old Program)
Yes,No,No,120.0,120.0,6,7,5,11.6,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,116.1,160.0,6,6,6,14.833333333333334,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,118.9,133.1,6,12,3,11.333333333333334,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,Yes,127.3,142.0,5,5,5,11.2,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,113.7,121.0,6,8,5,13.4,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,118.5,135.0,5,12,2,10.5,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,146.7,153.0,5,5,5,16.2,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,124.3,140.0,7,7,7,14.542857142857144,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,137.8,152.0,7,7,7,13.694285714285714,41,19,Graduate,41,19,Specialized Higher Studies Course,Basic Education - 3rd Cycle
No,Yes,Yes,130.2,120.0,6,8,6,11.285714285714286,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,147.8,160.0,7,11,6,11.757142857142856,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,150.0,150.0,3,3,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,100.0,100.0,8,8,7,13.058571428571428,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,155.6,150.0,7,7,7,14.3,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,117.4,124.0,10,15,5,11.8,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.8,141.0,5,9,3,10.333333333333334,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,117.5,121.0,6,7,6,10.571428571428571,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,120.4,134.0,7,7,6,13.333333333333334,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,130.9,134.0,6,10,6,11.857142857142858,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,125.0,132.0,6,9,5,12.6,2,19,Enrolled,2,19,Bachelor's Degree,Basic Education - 3rd Cycle
No,Yes,No,136.8,135.0,5,11,5,14.0,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,121.6,123.0,7,12,5,12.0,1,38,Enrolled,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,151.0,151.0,5,6,0,0.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,103.5,107.0,6,7,6,12.0,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.4,126.0,6,6,6,12.666666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,134.4,133.0,6,6,6,12.166666666666666,34,37,Graduate,34,37,Unknown,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,143.0,140.0,6,6,6,13.333333333333334,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,110.0,110.0,7,8,7,15.0,41,3,Graduate,41,3,Specialized Higher Studies Course,Higher Education - Degree
No,Yes,Yes,132.5,141.0,8,8,8,13.39125,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,114.7,122.0,6,9,5,12.166666666666666,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,166.9,156.0,5,9,4,11.25,2,9,Graduate,2,9,Bachelor's Degree,12th Year - Not Completed
No,Yes,No,125.9,129.0,5,13,4,12.0,1,2,Enrolled,1,2,Secondary Education - 12th Year,Bachelor's Degree
No,Yes,No,178.3,188.0,0,0,0,0.0,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,117.0,120.0,6,7,6,12.833333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,150.0,130.0,6,10,6,14.0,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,130.0,130.0,5,5,4,13.0,37,38,Enrolled,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,135.1,140.0,6,7,6,13.5,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,110.0,110.0,16,24,13,10.692307692307692,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,136.2,133.1,5,6,5,11.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,116.0,120.0,6,8,6,13.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,100.0,96.0,6,10,5,12.0,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,116.3,117.0,6,9,4,12.6,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,134.0,123.0,6,6,6,13.666666666666666,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,No,No,124.2,127.0,0,0,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,Yes,Yes,134.5,151.0,7,7,6,14.2,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,120.7,127.0,6,10,5,11.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,127.1,133.0,6,7,6,15.0,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,133.0,133.1,7,9,6,12.585714285714284,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.2,133.1,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,Yes,130.0,133.1,6,6,0,0.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,172.0,160.0,6,0,0,0.0,3,39,Dropout,3,39,Higher Education - Degree,Technological Specialization Course
No,Yes,No,128.5,140.0,6,7,6,11.666666666666666,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,128.5,146.0,6,13,3,12.666666666666666,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,112.0,112.0,5,10,3,10.333333333333334,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,142.5,140.0,11,18,8,13.5,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
